Product Name,Price,URL,ASIN,Aspect ratio,Batteries Required,Battery cell composition,Battery life,Best Sellers Rank,Brand,CPU manufacturer,CPU model,CPU speed,Colour,Compatible devices,Computer Memory Type,Connectivity technology,Connector Type,Country/Region of origin,Customer Reviews,Date First Available,Digital storage capacity,Display Technology,Display Type,Display resolution maximum,Flash Memory Installed Size,Form Factor,Form factor,Graphics Card Description,Graphics Coprocessor,Graphics RAM Type,Graphics card description,Graphics coprocessor,Graphics processor manufacturer,Hard Disk Description,Hard Drive Size,Hard disk description,Hard disk size,Hardware Platform,Human interface input,Item Model Number,Item Weight,Item weight,Manufacturer,Manufacturer reference,Memory Storage Capacity,Memory storage capacity,Model,Model Name,Model name,Model year,Mounting Hardware,Number of Ports,Operating System,Operating system,Package Dimensions,Part Number,Power Source,Processor Brand,Processor Count,Processor Speed,Processor Type,Processor count,Processor model number,Product dimensions,RAM Size,RAM memory installed size,Ram Memory Installed Size,Ram Memory Technology,Resolution,Scanner Resolution,Screen Resolution,Screen size,Screen surface description,Shell type,Software included,Special Features,Special feature,Specific uses for product,Standing screen display size,Supports Bluetooth Technology,Total USB ports,Wattage,Wireless Type
ROG Zephyrus G16 Gaming Laptop. 16" 2.5K OLED Display. Intel Core U9 Processor 285H 2.9 GHz (up to 5.4 GHz). NVIDIA GeForce RTX 5070 Laptop GPU. LPDDR5X 32GB RAM. 2TB PCIe 4.0 SSD. Wi-Fi 7. Win 11 H,"$5,299.00",https://www.amazon.com.au/Zephyrus-Laptop-Display-Processor-GeForce/dp/B0FLJS6YTK/ref=sr_1_278,,,,,,,ASUS,,Intel Core Ultra 9,,Eclipse Gray,,,,,,,,,,,,,,,,,,Dedicated,,,,,,2 TB,,,,,,,,,,,,GU605CP-QR029W,,,,,Windows 11 Home,,,,,,,,,,,,32 GB,,,,,,16 Inches,,,,,"Anti Glare Coating, Backlit Keyboard, Lightweight",,,,,,
"Asus Vivobook 15 D1502YA Business Laptop, 15.6"" 1080p Anti-Glare Display, Ryzen 7 7730U Processor, 16GB RAM 1TB SSD, WiFi 6E, Windows 11 Home","$1,049.00",https://www.amazon.com.au/Vivobook-D1502YA-Business-Anti-Glare-Processor/dp/B0FNM67JG9/ref=sr_1_279,,,,,,,ASUS,,AMD Ryzen 7,3.4 GHz,,,,,,,,,,,,,,,,,,,Integrated,,,,,SSD,,,,,,2 Kilograms,,,,,,,Vivobook 15 D1502YA,,,,,Windows 11 Pro,,,,,,,,,,,,16 GB,,,,,,15.6 Inches,,,,,,,,,,,
Dell Precision 7550 Mobile Workstation Laptop Intel Xeon W-10855M 2.8GHz Nvidia RTX 3000 6GB 32GB RAM 512GB SSD Win 11 (Renewed),$899.00,https://www.amazon.com.au/Precision-Mobile-Workstation-W-10855M-Renewed/dp/B0F2NXDZTR/ref=sr_1_281,,,,,,,DELL,,Xeon,2.8 GHz,Gray,,,,,,,,,,,,,,,,,,,,,,,SSD,512 GB,,,,,,,,,,,,Dell Precision 7550,,,,,Windows 11,,,,,,,,6,,,,,,,,,,15.6 Inches,,,,,,,,,,,
(Renewed) Dell Latitude 5480 14" Core i5 6th Generation 6300U 32GB RAM 1TB M.2 SSD Windows 11 Slim Laptop PC with USB-C,$490.00,https://www.amazon.com.au/Renewed-Latitude-Generation-Windows-Laptop/dp/B0CFFFTNBC/ref=sr_1_282,,,,,,,DELL,,Intel Core i5,2.4 GHz,,,,,,,,,,,,,,,,,,,Integrated,Intel HD Graphics,,,,,1 TB,,,,,,,,,,,,Latitude,,,,,Windows 11,,,,,,,,,,,,32 GB,,,,,,14 Inches,,,,,,,,,,,
"Lenovo Yoga Pro 9 14IRP8 Laptop, 14.5"" 3K, 1TB/32GB RAM, Intel Core i7-13705H (2022)","$2,639.00",https://www.amazon.com.au/Lenovo-14-5-inch-I7-13705H-4050-Graphics-83BU0004AU/dp/B0CHXHYCL5/ref=sr_1_283,,,,,,,Lenovo,,,,Tidal Teal,,,,,,,,,,,,,,,,,,Dedicated,NVIDIA GeForce RTX 4050,,,,,1 TB,,,,,,,,,,,,"Lenovo Yoga Pro 9i Laptop, Intel Core i7-13507H Processor, 32GB RAM, 1TB SSD, 14.5 Inch 3K , Windows 11, Tidal Teal, 83BU0004AU See more",,,,,Windows 11 Home,,,,,,,,,,,,32 GB,,,,,,14.5 Inches,,,,,"Lightweight, Thin",,,,,,
"ASUS 14"" FHD Laptop, Intel Celeron N4500, 4GB Memory on Board, 64GB eMMC, Intel Iris Xe Graphics, Media Card Reader, Quiet Blue, E410KA-CL464",$379.40,https://www.amazon.com.au/ASUS-Laptop-Celeron-Graphics-E410KA-CL464/dp/B0D8HZZM31/ref=sr_1_284,,,,,,,ASUS,,Celeron N,,Blue,,,,,,,,,,,,,,,,,,Integrated,,,,,,64 GB,,,,,,,,,,,,ASUS Vivobook Go,,,,,Windows 11 S,,,,,,,,,,,,4 GB,,,,,,14 Inches,,,,,"Lightweight, Memory Card Slot, Numeric Keypad",,,,,,
"2020 MacBook Pro with 1.4GHz Intel Core i5 (13-inch, 16GB RAM, 256GB SSD) Space Gray (Renewed)",$749.00,https://www.amazon.com.au/MacBook-1-4GHz-Intel-13-inch-Renewed/dp/B0DYG3HLXZ/ref=sr_1_285,,,,,,,Apple,,Core i5,1.4 GHz,,,,,,,,,,,,,,,,,,,Integrated,,,,,SSD,256 GB,,,,,,,,,,,,MacBook Pro,,,,,MacOs Sonoma,,,,,,,,,,,,16 GB,,,,,,13,,,,,,,,,,,
Dell Precision 5530 15" FHD Laptop i9-8950HK (6-Core) 2.9GHz 1TB 32GB RAM Windows 11 (Renewed),$899.00,https://www.amazon.com.au/Precision-Laptop-i9-8950HK-Windows-Renewed/dp/B0DJ18K9V6/ref=sr_1_286,,,,,,,DELL,,Intel Core i9,2.9 GHz,Gray,,,,,,,,,,,,,,,,,,,,,,,SSD,1 TB,,,,,,,,,,,,Precision 5530,,,,,Windows 11,,,,,,,,1,,,,,,,,,,15.6 Inches,,,,,,,,,,,
Acer Swift Go 14 AI SFG14-01 Snapdragon X 16Gb RAM 512GB 14.5" WUXGA IPS 120Hz (Renewed),$759.00,https://www.amazon.com.au/Swift-SFG14-01-Snapdragon-512GB-Renewed/dp/B0FJMVDMWK/ref=sr_1_287,,,,,,,acer,,Snapdragon,3.4 GHz,Silver,,,HDMI,,,,,,,,,,,,,,,,,,,,SSD,512 GB,,,,,,,,,,,,,,,,,Windows 11,,,,,,,,8,,,,,,,,,,14.5 Inches,,,,,,,,,,,
"HP 250 G9 Laptop Notebook, 15.6 inch HD Display, Intel Celeron N4500 CPU, 16 GB RAM DDR4, 512 GB SSD NVMe, Windows 11 Pro, Ready to Use",$633.68,https://www.amazon.com.au/HP-G9-Notebook-Display-Celeron/dp/B0CQ5JQRTD/ref=sr_1_288,,,,,,,HP,,Celeron,,schwarz,,,,,,,,,,,,,,,,,,Integrated,,,,,,512 GB,,,,,,,,,,,,250 G9,,,,,Windows 11 Pro,,,,,,,,,,,,16 GB,,,,,,15.6 Inches,,,,,Numerisches Tastenfeld,,,,,,
"Lenovo ThinkPad T490 14.0"" FHD (1920 x 1080) 250 nits IPS Anti-Reflets Processor Intel Core i5-8265U, RAM 8GB, SSD PCIe-NVMe 256GB, Windows 11 (Refurbished)",$329.00,https://www.amazon.com.au/Lenovo-T490-Anti-Reflets-Processor-Refurbished/dp/B083ZMWTNL/ref=sr_1_289,,,,,10 Hours,,Lenovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Keyboard, Microphone, Touchscreen",,,1.52 Kilograms,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,14 Inches,,,,,,,,,4,,
"EYY 2 in 1 Laptop Computer, 15.6"" 16GB DDR4 512GB SSD Touchscreen Notebook, AMD Ryzen R3 3200U(Up to 3.5 GHz), Radeon Vega 3, 1920x1080 FHD Display, Windows 11 Pro, Wifi, BT5.1 RJ45, Blacklit Keyboard",$599.00,https://www.amazon.com.au/EYY-Computer-Touchscreen-3200U-1920x1080/dp/B0F32RD51P/ref=sr_1_290,,,,,,,EYY,,Ryzen 3 3200U,,Gray,,,,,,,,,,,,,,,,,,Integrated,,,,,,512 GB,,,,,,,,,,,,Yoga 3200U,,,,,Windows 11 Pro,,,,,,,,,,,,16 GB,,,,,,15.6 Inches,,,,,Backlit Keyboard,,,,,,
Dell Latitude 7400 Touch Laptop i5-8365U Win11 16GB RAM 256GB SSD (Renewed),$305.00,https://www.amazon.com.au/Latitude-Touch-Laptop-i5-8365U-Renewed/dp/B0F2P73G56/ref=sr_1_291,,,,,,,DELL,,Core i5 Family,1.6 GHz,Black,,,,,,,,,,,,,,,,,,Integrated,,,,,,256 GB,,,,,,,,,,,,Dell Latitude 7400,,,,,Windows 11,,,,,,,,,,,,16 GB,,,,,,14 Inches,,,,,,,,,,,
"2020 MacBook Pro with 1.4GHz Intel Core i5 (13-inch, 8GB RAM, 256GB Silver (Renewed)",$749.00,https://www.amazon.com.au/MacBook-1-4GHz-13-inch-Silver-Renewed/dp/B0DYGKQZ42/ref=sr_1_292,,,,,,,Apple,,Core i5,1.4 GHz,,,,,,,,,,,,,,,,,,,Integrated,,,,,SSD,256 GB,,,,,,,,,,,,MacBook Pro,,,,,MacOs Sonoma,,,,,,,,,,,,8 GB,,,,,,13,,,,,,,,,,,
"HP Envy x360 2-in-1 Laptop 16', 2K Touch Display, Intel Core Ultra 5 125U Processor, 16GB RAM, 512GB SSD, Intel Graphics, Built-in AI, Windows 11, Convertible, Long Battery Life, Silver, 9V362PA","$2,499.00",https://www.amazon.com.au/HP-Display-Processor-Graphics-Convertible/dp/B0FDW19X9C/ref=sr_1_292,,,,,,,HP,,Intel Core Ultra 5,4.3,,,,,,,,,,,,,,,,,,,Integrated,,,,,SSD,512 GB,,,,,,,,,,,,Envy x360 2-in-1,,,,,Windows 11 Home,,,,,,,,,,,,16 GB,,,,,,16 Inches,,,,,,,,,,,
"SAMSUNG 12.2"" FHD 2-in-1 Touchscreen Chromebook Plus Laptop (Intel Celeron 3965Y 2-Core, 4GB RAM, 192GB Storage (64GB SSD+128GB Micro SD Card), Stylus Pen, Wireless Mouse, WiFi, Chrome OS)",$447.00,https://www.amazon.com.au/SAMSUNG-Touchscreen-Chromebook-Wireless-Bluetooth/dp/B0CR3LP1XC/ref=sr_1_293,,,,,,,ME2 MichaelElectronics2,,Celeron,,Black,,,,,,,,,,,,,,,,,,Integrated,,,,,,64 GB,,,,,,,,,,,,Chromebook Plus V2,,,,,Chrome OS,,,,,,,,,,,,4 GB,,,,,,12.2 Inches,,,,,Memory Card Slot,,,,,,
"ACEMAGIC Gaming PC Laptop, Ryzen 7 5700U, Up to 4.3 GHz, Backlit Keyboard, 16.1 Inch Full HD Laptop, RAM 16 GB NVME SSD 512 GB, Radeon RX Vega 8 Graphics, WiFi 6, HDMI, Grey, 53 W Battery",$893.96,https://www.amazon.com.au/ACEMAGIC-Backlit-Keyboard-Graphics-Battery/dp/B0F2S4D8R4/ref=sr_1_294,,,,,,,ACEMAGIC,,AMD Ryzen 7,,grey,,,,,,,,,,,,,,,,,,Dedicated,,,,,,512 GB,,,,,,,,,,,,AX16PRO,,,,,DOS,,,,,,,,,,,,16 GB,,,,,,16.1 Inches,,,,,Tastatur mit Hintergrundbeleuchtung,,,,,,
Dell Latitude 5400 14" Core i5 8265U 8GB RAM 500GB SSD Windows 11 Notebook Laptop PC with Charger (Renewed),$415.00,https://www.amazon.com.au/Latitude-Windows-Notebook-Charger-Renewed/dp/B0BLNY4W68/ref=sr_1_295,,,,,,,DELL,,Intel Core i5,1.6 GHz,,,,,,,,,,,,,,,,,,,,,,,,SSD,500 GB,,,,,,,,,,,,DELL5400-I58TH-85006G,,,,,Windows 11,,,,,,,,,,,,8 GB,,,720p,,,14 Inches,,,,,,,,,,,
"MSI Modern 14 F13MG-406AU Business & Productivity Laptop, 14"" FHD 60Hz Display, Raptor Lake i3-1315U Processor, DDR4 8GB RAM, 512GB SSD, Windows11 Home, Platinum Gray",$899.00,https://www.amazon.com.au/MSI-Modern-14-F13MG-406AU-Productivity/dp/B0DZ21KXWB/ref=sr_1_296,,,,,,,MSI,,,3.3 GHz,Gray,,,,,,,,,,,,,,,,,,Integrated,Intel UHD Graphics,,,,,,,,,,,,,,,,,Modern 14 F13MG 14" FHD Laptop (Raptor Lake i3-1315U) [512GB],,,,,Windows 11,,,,,,,,,,,,8 GB,,,,,,14 Inches,,,,,"Lightweight, Single backlight Keyboard(White)",,,,,,
HP Elitebook x360 830 G6 13.3" Touch Screen Core i5 8th Generation 8265U 32GB RAM 1TB M.2 SSD Windows 11 Slim Laptop PC with Charger (Renewed),$615.00,https://www.amazon.com.au/HP-Elitebook-Generation-Windows-Charger/dp/B0F2BGWB4P/ref=sr_1_297,,,,,,,HP,,Core i5,1.6 GHz,,,,,,,,,,,,,,,,,,,Integrated,,,,,SSD,1 TB,,,,,,,,,,,,HP Elitebook x360 830 G6,,,,,Windows 11,,,,,,,,,,,,32 GB,,,,,,13.3 Inches,,,,,,,,,,,
HP Victus 15.6" 144Hz FHD (1920x1080) IPS Laptop 2024 New | AMD Ryzen 5 7535HS 6-Core | AMD Radeon RX 6550M Graphics | Backlit Keyboard | Wi-Fi 6 | 8GB DDR5 512GB SSD | Win11 Home,"$1,895.00",https://www.amazon.com.au/HP-1920x1080-Graphics-Backlit-Keyboard/dp/B0DD3JZSCK/ref=sr_1_298,,,,,,,HP,,Ryzen 5,,Mica Silver,,,,,,,,,,,,,,,,,,Dedicated,,,,,,512 GB,,,,,,,,,,,,15-FB206KXDW,,,,,Windows 11 Home,,,,,,,,,,,,8 GB,,,,,,15.6 Inches,,,,,"Anti Glare Coating, Backlit Keyboard, HD Audio, Memory Card Slot, Numeric Keypad",,,,,,
ASUS Chromebook Plus CX34 Laptop | 14 Inch Full HD 16:9 IPS Display | Intel Core i3-1215U | 8 GB RAM | 128GB UFS | Intel UHD Graphics | ChromeOS | QWERTZ Keyboard | Rocky Grey,$447.00,https://www.amazon.com.au/ASUS-Chromebook-Plus-CX34-Laptop/dp/B07ML1V773/ref=sr_1_299,,,,,,,ASUS,,Core i3,,Rocky Grey,,,,,,,,,,,,,,,,,,Integrated,,,,,,128 GB,,,,,,,,,,,,CX3402CBA-PQ0113,,,,,Chrome OS,,,,,,,,,,,,8 GB,,,,,,14 Inches,,,,,Lightweight,,,,,,
"N-one Gaming Laptop, 16"" Intel Core i7-13620H 13th Processor 4.9GHz 32GB DDR4 RAM 1TB SSD FHD Display, Windows 11 Numeric Keypad Backlit KB Type-C for Business Student Traditional Laptops PC","$1,267.99",https://www.amazon.com.au/Computer-i7-13620H-Processor-Business-Traditional/dp/B0DT3SMK3X/ref=sr_1_300,,,,,,,N-ONE,,Core i7,,,,,,,,,,,,,,,,,,,,Integrated,Intel UHD Graphics for 13th Gen,,,,,1 TB,,,,,,,,,,,,Nbook turbo,,,,,Windows 11 Pro,,,,,,,,,,,,32 GB,,,,,,16 Inches,,,,,Backlit Keyboard,,,,,,
Lenovo ThinkBook 14 2-in-1 G5 14" WUXGA IPS Touch Ultra 7 255U 32GB 512GB SSD AI Boost WiFi 6E Windows 11 Pro Laptop,"$1,698.00",https://www.amazon.com.au/Lenovo-ThinkBook-WUXGA-Windows-Laptop/dp/B0FHW6WBPJ/ref=sr_1_301,,,,,,,Lenovo,,Intel Core Ultra 7,3.4 GHz,,,,,,,,,,,,,,,,,,,Integrated,,,,,SSD,,,,,,1.64 Kilograms,,,,,,,ThinkBook 14 2-in-1 G5,,,,,Windows 11 Pro,,,,,,,,,,,,32 GB,,,,,,14 Inches,,,,,,,,,,,
ROG Zephyrus G16 Gaming Laptop. 16" 2.5K OLED Display. Intel Core U9 Processor 285H 2.9 GHz (up to 5.4 GHz). NVIDIA GeForce RTX 5070 Laptop GPU. LPDDR5X 32GB RAM. 2TB PCIe 4.0 SSD. Wi-Fi 7. Win 11 H,"$5,299.00",https://www.amazon.com.au/Zephyrus-Laptop-Display-Processor-GeForce/dp/B0FLJS6YTK/ref=sr_1_302,,,,,,,ASUS,,Intel Core Ultra 9,,Eclipse Gray,,,,,,,,,,,,,,,,,,Dedicated,,,,,,2 TB,,,,,,,,,,,,GU605CP-QR029W,,,,,Windows 11 Home,,,,,,,,,,,,32 GB,,,,,,16 Inches,,,,,"Anti Glare Coating, Backlit Keyboard, Lightweight",,,,,,
ASUS Zenbook A14 Lifestyle Laptop. 14" OLED Display. Snapdragon X Elite X1E 78 100 Processor (up to 3.4GHz) up to 45TOPS. Qualcomm Adreno GPU. LPDDR5X 32GB RAM. 1TB PCIe 4.0 SSD. Wi-Fi 7. Win 11 Home,"$1,999.00",https://www.amazon.com.au/ASUS-Lifestyle-Display-Snapdragon-Processor/dp/B0FCLCFMWZ/ref=sr_1_303,,,,,,,ASUS,,Snapdragon X Elite,,Iceland Gray,,,,,,,,,,,,,,,,,,Integrated,,,,,,1 TB,,,,,,,,,,,,UX3407RA-QD011W,,,,,Windows 11 Home,,,,,,,,,,,,32 GB,,,,,,14 Inches,,,,,"Anti Glare Coating, Backlit Keyboard, HD Audio, Lightweight",,,,,,
"Asus Vivobook 15 D1502YA Business Laptop, 15.6"" 1080p Anti-Glare Display, Ryzen 7 7730U Processor, 16GB RAM 1TB SSD, WiFi 6E, Windows 11 Home","$1,049.00",https://www.amazon.com.au/Vivobook-D1502YA-Business-Anti-Glare-Processor/dp/B0FNM67JG9/ref=sr_1_307,,,,,,,ASUS,,AMD Ryzen 7,3.4 GHz,,,,,,,,,,,,,,,,,,,Integrated,,,,,SSD,,,,,,2 Kilograms,,,,,,,Vivobook 15 D1502YA,,,,,Windows 11 Pro,,,,,,,,,,,,16 GB,,,,,,15.6 Inches,,,,,,,,,,,
"DELL Latitude 5289 2-in-1 i5-7200U 12.5"""" FHD 8GB 256GB WIN11Pro (Renewed), DY869",$305.00,https://www.amazon.com.au/DELL-Latitude-i5-7200U-WIN11Pro-DY869/dp/B0CYGJPH79/ref=sr_1_308,,,,,,,DELL,,Core i5 7200U,,Black or Silver,,,,,,,,,,,,,,,,,,Integrated,,,,,,256 GB,,,,,,,,,,,,Latitude,,,,,Windows 11 Pro,,,,,,,,,,,,8 GB,,,,,,12.5 Inches,,,,,touchscreen,,,,,,
Dell Precision 7550 Mobile Workstation Laptop Intel Xeon W-10855M 2.8GHz Nvidia RTX 3000 6GB 32GB RAM 512GB SSD Win 11 (Renewed),$899.00,https://www.amazon.com.au/Precision-Mobile-Workstation-W-10855M-Renewed/dp/B0F2NXDZTR/ref=sr_1_309,,,,,,,DELL,,Xeon,2.8 GHz,Gray,,,,,,,,,,,,,,,,,,,,,,,SSD,512 GB,,,,,,,,,,,,Dell Precision 7550,,,,,Windows 11,,,,,,,,6,,,,,,,,,,15.6 Inches,,,,,,,,,,,
(Renewed) Dell Latitude 5480 14" Core i5 6th Generation 6300U 32GB RAM 1TB M.2 SSD Windows 11 Slim Laptop PC with USB-C,$490.00,https://www.amazon.com.au/Renewed-Latitude-Generation-Windows-Laptop/dp/B0CFFFTNBC/ref=sr_1_310,,,,,,,DELL,,Intel Core i5,2.4 GHz,,,,,,,,,,,,,,,,,,,Integrated,Intel HD Graphics,,,,,1 TB,,,,,,,,,,,,Latitude,,,,,Windows 11,,,,,,,,,,,,32 GB,,,,,,14 Inches,,,,,,,,,,,
"Lenovo Yoga Pro 9 14IRP8 Laptop, 14.5"" 3K, 1TB/32GB RAM, Intel Core i7-13705H (2022)","$2,639.00",https://www.amazon.com.au/Lenovo-14-5-inch-I7-13705H-4050-Graphics-83BU0004AU/dp/B0CHXHYCL5/ref=sr_1_311,,,,,,,Lenovo,,,,Tidal Teal,,,,,,,,,,,,,,,,,,Dedicated,NVIDIA GeForce RTX 4050,,,,,1 TB,,,,,,,,,,,,"Lenovo Yoga Pro 9i Laptop, Intel Core i7-13507H Processor, 32GB RAM, 1TB SSD, 14.5 Inch 3K , Windows 11, Tidal Teal, 83BU0004AU See more",,,,,Windows 11 Home,,,,,,,,,,,,32 GB,,,,,,14.5 Inches,,,,,"Lightweight, Thin",,,,,,
"ASUS 14"" FHD Laptop, Intel Celeron N4500, 4GB Memory on Board, 64GB eMMC, Intel Iris Xe Graphics, Media Card Reader, Quiet Blue, E410KA-CL464",$379.40,https://www.amazon.com.au/ASUS-Laptop-Celeron-Graphics-E410KA-CL464/dp/B0D8HZZM31/ref=sr_1_312,,,,,,,ASUS,,Celeron N,,Blue,,,,,,,,,,,,,,,,,,Integrated,,,,,,64 GB,,,,,,,,,,,,ASUS Vivobook Go,,,,,Windows 11 S,,,,,,,,,,,,4 GB,,,,,,14 Inches,,,,,"Lightweight, Memory Card Slot, Numeric Keypad",,,,,,
"2020 MacBook Pro with 1.4GHz Intel Core i5 (13-inch, 16GB RAM, 256GB SSD) Space Gray (Renewed)",$749.00,https://www.amazon.com.au/MacBook-1-4GHz-Intel-13-inch-Renewed/dp/B0DYG3HLXZ/ref=sr_1_313,,,,,,,Apple,,Core i5,1.4 GHz,,,,,,,,,,,,,,,,,,,Integrated,,,,,SSD,256 GB,,,,,,,,,,,,MacBook Pro,,,,,MacOs Sonoma,,,,,,,,,,,,16 GB,,,,,,13,,,,,,,,,,,
Dell Precision 5550 Laptop Intel W-10855M 2.8GHz T2000 32GB RAM 1TB SSD Win 11 (Renewed),"$1,029.00",https://www.amazon.com.au/Precision-Laptop-W-10855M-2-8GHz-Renewed/dp/B0F2PDDMT5/ref=sr_1_314,,,,,,,DELL,,Xeon,2.8 GHz,Silver,,,,,,,,,,,,,,,,,,,,,,,SSD,1 TB,,,,,,,,,,,,Dell Precision 5550,,,,,Windows 11,,,,,,,,6,,,,,,,,,,15.6 Inches,,,,,,,,,,,
Dell Latitude 5310 13" Intel i5 10310U 16GB RAM 1TB SSD Windows 11 Pro Touch Screen New Battery Installed (Renewed),$439.00,https://www.amazon.com.au/Latitude-Windows-Battery-Installed-Renewed/dp/B0DQLTNQVL/ref=sr_1_315,,,,Lithium Ion,,,DELL,,Core i5-10310U,,Silver,,,"HDMI, USB",,,,,,,,,,,,,,,Integrated,,,,,,,,,,,,,,,,,,Dell Latitude 5310,,,,,,,,,,,,,,,,,,,,1920 x 1080,,,,,,,,Touch Screen,Business,,,,,
Dell Precision 5530 15" FHD Laptop i9-8950HK (6-Core) 2.9GHz 1TB 32GB RAM Windows 11 (Renewed),$899.00,https://www.amazon.com.au/Precision-Laptop-i9-8950HK-Windows-Renewed/dp/B0DJ18K9V6/ref=sr_1_316,,,,,,,DELL,,Intel Core i9,2.9 GHz,Gray,,,,,,,,,,,,,,,,,,,,,,,SSD,1 TB,,,,,,,,,,,,Precision 5530,,,,,Windows 11,,,,,,,,1,,,,,,,,,,15.6 Inches,,,,,,,,,,,
Acer Swift Go 14 AI SFG14-01 Snapdragon X 16Gb RAM 512GB 14.5" WUXGA IPS 120Hz (Renewed),$759.00,https://www.amazon.com.au/Swift-SFG14-01-Snapdragon-512GB-Renewed/dp/B0FJMVDMWK/ref=sr_1_317,,,,,,,acer,,Snapdragon,3.4 GHz,Silver,,,HDMI,,,,,,,,,,,,,,,,,,,,SSD,512 GB,,,,,,,,,,,,,,,,,Windows 11,,,,,,,,8,,,,,,,,,,14.5 Inches,,,,,,,,,,,
"HP 250 G9 Laptop Notebook, 15.6 inch HD Display, Intel Celeron N4500 CPU, 16 GB RAM DDR4, 512 GB SSD NVMe, Windows 11 Pro, Ready to Use",$633.68,https://www.amazon.com.au/HP-G9-Notebook-Display-Celeron/dp/B0CQ5JQRTD/ref=sr_1_318,,,,,,,HP,,Celeron,,schwarz,,,,,,,,,,,,,,,,,,Integrated,,,,,,512 GB,,,,,,,,,,,,250 G9,,,,,Windows 11 Pro,,,,,,,,,,,,16 GB,,,,,,15.6 Inches,,,,,Numerisches Tastenfeld,,,,,,
"Lenovo ThinkPad T490 14.0"" FHD (1920 x 1080) 250 nits IPS Anti-Reflets Processor Intel Core i5-8265U, RAM 8GB, SSD PCIe-NVMe 256GB, Windows 11 (Refurbished)",$329.00,https://www.amazon.com.au/Lenovo-T490-Anti-Reflets-Processor-Refurbished/dp/B083ZMWTNL/ref=sr_1_316,,,,,10 Hours,,Lenovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Keyboard, Microphone, Touchscreen",,,1.52 Kilograms,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,14 Inches,,,,,,,,,4,,
"EYY 2 in 1 Laptop Computer, 15.6"" 16GB DDR4 512GB SSD Touchscreen Notebook, AMD Ryzen R3 3200U(Up to 3.5 GHz), Radeon Vega 3, 1920x1080 FHD Display, Windows 11 Pro, Wifi, BT5.1 RJ45, Blacklit Keyboard",$599.00,https://www.amazon.com.au/EYY-Computer-Touchscreen-3200U-1920x1080/dp/B0F32RD51P/ref=sr_1_317,,,,,,,EYY,,Ryzen 3 3200U,,Gray,,,,,,,,,,,,,,,,,,Integrated,,,,,,512 GB,,,,,,,,,,,,Yoga 3200U,,,,,Windows 11 Pro,,,,,,,,,,,,16 GB,,,,,,15.6 Inches,,,,,Backlit Keyboard,,,,,,
Dell Latitude 7400 Touch Laptop i5-8365U Win11 16GB RAM 256GB SSD (Renewed),$305.00,https://www.amazon.com.au/Latitude-Touch-Laptop-i5-8365U-Renewed/dp/B0F2P73G56/ref=sr_1_318,,,,,,,DELL,,Core i5 Family,1.6 GHz,Black,,,,,,,,,,,,,,,,,,Integrated,,,,,,256 GB,,,,,,,,,,,,Dell Latitude 7400,,,,,Windows 11,,,,,,,,,,,,16 GB,,,,,,14 Inches,,,,,,,,,,,
"2020 MacBook Pro with 1.4GHz Intel Core i5 (13-inch, 8GB RAM, 256GB Silver (Renewed)",$749.00,https://www.amazon.com.au/MacBook-1-4GHz-13-inch-Silver-Renewed/dp/B0DYGKQZ42/ref=sr_1_319,,,,,,,Apple,,Core i5,1.4 GHz,,,,,,,,,,,,,,,,,,,Integrated,,,,,SSD,256 GB,,,,,,,,,,,,MacBook Pro,,,,,MacOs Sonoma,,,,,,,,,,,,8 GB,,,,,,13,,,,,,,,,,,
"Apple MQD32 MacBook Air 13.3 Intel Core i5, 8GB, 128GB, macOS Sierra Laptop MQD32LL/A (FBA-MACBOOKAIR2017i5128Gb-R) (Renewed)",$549.00,https://www.amazon.com.au/Apple-MacBook-Sierra-MQD32LL-Renewed/dp/B07HMNNZ57/ref=sr_1_320,,,,,,,Apple,,Core i5,,,,,,,,,,,,,,,,,,,,Integrated,Intel HD Graphics 6000,,,,,128 GB,,,,,,,,,,,,MacBook Air,,,,,macOS 10.12 Sierra,,,,,,,,,,,,8 GB,,,,,,13.3 Inches,,,,,glossy_display,,,,,,
Dell Inspiron 14 Laptop – Qualcomm Snapdragon X X1-26-100 – 16 GB RAM – 512 GB PCIe NVMe SSD – 14 inch FHD+ – Windows 11 Home,"$1,499.00",https://www.amazon.com.au/Dell-Inspiron-Laptop-Snapdragon-X1-26-100/dp/B0FD4V98G4/ref=sr_1_321,,,,,,,DELL,,Others,1.7 GHz,,,,,,,,,,,,,,,,,,,Dedicated,Qualcomm Adreno Graphics,,,,,512 GB,,,,,,,,,,,,Dell Inspiron 14 5441 Laptop,,,,,Windows 11 Home,,,,,,,,,,,,16 GB,,,,,,14 Inches,,,,,,,,,,,
